,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
10,5.0,,9.0,10,2021-11-14,DET,@,PIT,"T, 16-16 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,6.0,70.0,10.0,11,2021-11-21,DET,@,CLE,"L, 10-13",,3,0,0,,0,0.0,0.0,0.0,2,2,0,0,0,0,43,89.6,0,0.0,0,0.0
12,7.0,71.0,11.0,12,2021-11-25,DET,,CHI,"L, 14-16",*,5,3,70,23.3,1,60.0,14.0,0.0,0,0,0,0,0,0,43,87.8,0,0.0,0,0.0
13,8.0,72.0,12.0,13,2021-12-05,DET,,MIN,"W, 29-27",*,7,4,69,17.3,0,57.1,9.9,0.0,0,0,0,0,0,0,60,83.3,0,0.0,0,0.0
14,9.0,73.0,13.0,14,2021-12-12,DET,@,DEN,"L, 10-38",*,5,3,52,17.3,0,60.0,10.4,0.0,0,0,0,0,0,0,44,69.8,0,0.0,0,0.0
15,10.0,74.0,14.0,15,2021-12-19,DET,,ARI,"W, 30-12",,6,6,68,11.3,1,100.0,11.3,0.0,0,0,0,0,0,0,41,63.1,0,0.0,1,4.0
16,11.0,75.0,15.0,16,2021-12-26,DET,@,ATL,"L, 16-20",*,7,2,36,18.0,0,28.6,5.1,0.0,0,0,0,0,0,0,53,79.1,0,0.0,0,0.0
17,11.0,,16.0,17,2022-01-02,DET,@,SEA,"L, 29-51",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,12.0,76.0,17.0,18,2022-01-09,DET,,GNB,"W, 37-30",*,3,1,11,11.0,0,33.3,3.7,0.0,0,0,0,0,0,0,49,83.1,0,0.0,0,0.0
19,,,,,,,,,7-5,,49,29,396,13.7,2,59.2,8.1,0.0,2,2,0,0,0,0,475,58.2,0,0.0,2,0.6
